,DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
294,101619356,10/26/2010,10/25/2010,1500,16.0,Foothill,1672,813,CHILD ANNOYING (17YRS & UNDER),1259 1258 1300,13.0,F,H,101.0,STREET,,,IC,Invest Cont,813.0,,,,WICKS,ONEIDA,"(34.2321, -118.3964)"
295,151521580,11/14/2015,11/13/2015,255,,N Hollywood,1541,330,BURGLARY FROM VEHICLE,0344 1606,63.0,M,B,104.0,DRIVEWAY,,,IC,Invest Cont,330.0,,,,5300    ALCOVE                       AV,,"(34.1671, -118.4123)"
296,151521581,11/14/2015,11/13/2015,530,,N Hollywood,1567,310,BURGLARY,1607 0344 1601 1420 0213 0216 0321 1309,26.0,M,H,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310.0,,,,4400    LANKERSHIM                   BL,,"(34.1504, -118.3658)"
297,151521582,11/14/2015,11/13/2015,245,,N Hollywood,1545,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 0385,37.0,M,O,208.0,AUTO SALES LOT,,,IC,Invest Cont,331.0,,,,4800    COLFAX                       AV,,"(34.1649, -118.3921)"
298,151521583,11/13/2015,11/13/2015,2115,,N Hollywood,1545,352,PICKPOCKET,0344,20.0,F,H,401.0,MINI-MART,,,IC,Invest Cont,352.0,,,,5300    LAUREL CANYON                BL,,"(34.1667, -118.3965)"
299,151521584,11/14/2015,11/13/2015,1940,,N Hollywood,1591,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0325,21.0,M,W,248.0,CELL PHONE STORE,,,AA,Adult Arrest,341.0,,,,12100    VENTURA                      BL,,"(34.1436, -118.3953)"
300,151521585,11/14/2015,11/12/2015,2000,,N Hollywood,1515,330,BURGLARY FROM VEHICLE,0344 0321,32.0,F,H,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330.0,,,,6800    HINDS                        AV,,"(34.194, -118.3911)"
301,151521586,11/14/2015,11/13/2015,1030,,N Hollywood,1599,662,"BUNCO, GRAND THEFT",0344 1202 0701,78.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662.0,,,,3800    BROADLAWN                    DR,,"(34.1318, -118.3572)"
302,151521587,11/14/2015,11/13/2015,2230,,N Hollywood,1585,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,22.0,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,740.0,,,,10900    BLUFFSIDE                    DR,,"(34.1414, -118.3686)"
303,151521588,11/14/2015,11/13/2015,2240,,N Hollywood,1585,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,23.0,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,740.0,,,,10900    BLUFFSIDE                    DR,,"(34.1414, -118.3686)"
304,151521589,11/14/2015,11/14/2015,655,,N Hollywood,1596,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,24.0,M,W,203.0,OTHER BUSINESS,,,AA,Adult Arrest,745.0,,,,11000    VENTURA                      BL,,"(34.1405, -118.3702)"
305,151521591,11/14/2015,11/13/2015,2230,,N Hollywood,1585,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,20.0,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,740.0,,,,10900    BLUFFSIDE                    DR,,"(34.1414, -118.3686)"
306,151521592,11/14/2015,11/13/2015,1057,,N Hollywood,1583,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,24.0,F,H,402.0,MARKET,,,IC,Invest Cont,442.0,,,,11400    VENTURA                      BL,,"(34.1451, -118.3875)"
307,101709115,04/02/2010,04/02/2010,1030,17.0,Devonshire,1764,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0345 1822,46.0,M,H,101.0,STREET,,,IC,Invest Cont,440.0,,,,LASSEN,CANOGA,"(34.25, -118.5973)"
308,101709581,04/12/2010,04/11/2010,1200,17.0,Devonshire,1794,330,BURGLARY FROM VEHICLE,0344 1307,18.0,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,18600    CHASE                        ST,,"(34.2246, -118.5383)"
309,151521593,11/14/2015,11/12/2015,1800,,N Hollywood,1562,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,34.0,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,12800    LANDALE                      ST,,"(34.1518, -118.4117)"
310,101709971,04/19/2010,04/08/2010,1400,17.0,Devonshire,1764,310,BURGLARY,0325,25.0,M,W,406.0,OTHER STORE,,,IC,Invest Cont,310.0,,,,9300    TAMPA                        AV,,"(34.2564, -118.5536)"
311,101710300,04/24/2010,04/23/2010,2000,17.0,Devonshire,1797,330,BURGLARY FROM VEHICLE,0344 1307,23.0,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,8300    GOTHIC                       AV,,"(34.2213, -118.4896)"
312,151521594,11/14/2015,11/13/2015,950,,N Hollywood,1538,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,21.0,M,O,301.0,GAS STATION,,,IC,Invest Cont,740.0,,,,5900    VINELAND                     AV,,"(34.1758, -118.3746)"
313,151521595,11/14/2015,11/12/2015,500,,N Hollywood,1523,520,VEHICLE - ATTEMPT STOLEN,0329,44.0,M,O,101.0,STREET,,,IC,Invest Cont,520.0,,,,6100    COLDWATER CANYON             AV,,"(34.1813, -118.4137)"
314,151521596,11/14/2015,11/08/2015,2300,,N Hollywood,1513,761,BRANDISH WEAPON,0334 1309 1313 0913,20.0,M,H,101.0,STREET,101.0,REVOLVER,IC,Invest Cont,761.0,,,,12400    LEMAY                        ST,,"(34.1912, -118.4031)"
315,151521597,11/14/2015,11/13/2015,2042,,N Hollywood,1527,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,34.0,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,442.0,,,,11000    VICTORY                      BL,,"(34.1867, -118.3703)"
316,101714881,07/20/2010,07/19/2010,2245,17.0,Devonshire,1761,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1309 1822,69.0,M,W,104.0,DRIVEWAY,,,IC,Invest Cont,745.0,,,,22400    ITASCA                       ST,,"(34.2445, -118.6148)"
317,101714965,07/21/2010,07/21/2010,1115,17.0,Devonshire,1792,310,BURGLARY,0344 1607,40.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,8600    OAKDALE                      AV,,"(34.2264, -118.5667)"
318,151521598,11/14/2015,11/13/2015,130,,N Hollywood,1543,903,CONTEMPT OF COURT,1501,50.0,M,A,222.0,LAUNDROMAT,,,IC,Invest Cont,903.0,,,,5300    LAUREL CANYON                BL,,"(34.1685, -118.4008)"
319,151521600,11/14/2015,11/13/2015,2129,,N Hollywood,1511,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,21.0,M,H,404.0,DEPARTMENT STORE,,,AA,Adult Arrest,442.0,,,,13000    SHERMAN                      WY,,"(34.2037, -118.421)"
320,151521601,11/14/2015,11/14/2015,1400,,N Hollywood,1589,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,73.0,F,H,104.0,DRIVEWAY,,,IC,Invest Cont,420.0,,,,6300    FOREST LAWN                  DR,,"(34.1502, -118.3281)"
321,151521603,11/14/2015,11/12/2015,2315,,N Hollywood,1548,860,BATTERY WITH SEXUAL CONTACT,0400 1822 0522,30.0,F,H,733.0,BAR/SPORTS BAR (OPEN DAY & NIGHT),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860.0,,,,5300    LANKERSHIM                   BL,,"(34.167, -118.3759)"
322,151521604,11/14/2015,11/14/2015,410,,N Hollywood,1585,850,INDECENT EXPOSURE,0529 1310 1822 1017,30.0,F,W,402.0,MARKET,,,IC,Invest Cont,850.0,,,,10900    VENTURA                      BL,,"(34.143, -118.3727)"
323,151521605,11/14/2015,11/13/2015,1730,,N Hollywood,1569,354,THEFT OF IDENTITY,1822,62.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,4200 E  CAHUENGA                     BL,,"(34.146, -118.3615)"
324,151521611,11/14/2015,09/01/2015,1700,,N Hollywood,1555,354,THEFT OF IDENTITY,1822 0930 0928,28.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,5000    TUJUNGA                      AV,,"(34.1614, -118.379)"
325,151521616,11/14/2015,11/13/2015,1400,,N Hollywood,1523,354,THEFT OF IDENTITY,1822 0928,37.0,F,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,6100    GOODLAND                     AV,,"(34.1817, -118.4116)"
326,151521617,11/14/2015,11/12/2015,1300,,N Hollywood,1532,354,THEFT OF IDENTITY,1822 0930,60.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,5600    RHODES                       AV,,"(34.1722, -118.4031)"
327,151521619,11/14/2015,11/13/2015,1400,,N Hollywood,1539,354,THEFT OF IDENTITY,1822 0929,59.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,10500    CALIFA                       ST,,"(34.1779, -118.3605)"
328,151521620,11/14/2015,04/27/2015,2345,,N Hollywood,1555,354,THEFT OF IDENTITY,1822,35.0,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,11000    HESBY                        ST,,"(34.1621, -118.3706)"
329,151521621,11/14/2015,11/04/2015,1200,,N Hollywood,1501,354,THEFT OF IDENTITY,1822 0928,70.0,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,13000    STRATHERN                    ST,,"(34.2158, -118.417)"
330,151521622,11/14/2015,10/20/2015,1200,,N Hollywood,1533,354,THEFT OF IDENTITY,1822 0928,34.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,5800    AGNES                        AV,,"(34.1754, -118.3954)"
331,151521628,11/14/2015,11/14/2015,2100,,N Hollywood,1549,210,ROBBERY,0344 0405 0339 1248 0449 0439 0209 0337 0317 0343,46.0,F,A,718.0,MASSAGE PARLOR,513.0,STUN GUN,IC,Invest Cont,210.0,998.0,,,11100    BURBANK                      BL,,"(34.1722, -118.3727)"
332,151521629,11/14/2015,11/14/2015,1745,,N Hollywood,1515,220,ATTEMPTED ROBBERY,0355 0432 0216 0342,43.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220.0,,,,11700    KITTRIDGE                    ST,,"(34.1962, -118.3911)"
333,151521630,11/15/2015,11/14/2015,1930,,N Hollywood,1538,510,VEHICLE - STOLEN,,0.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,TIARA                        ST,FAIR                         AV,"(34.1785, -118.3746)"
334,151521631,11/12/2015,11/12/2015,1730,,N Hollywood,1531,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 1310 1259,17.0,F,O,108.0,PARKING LOT,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,12500    BURBANK                      BL,,"(34.1722, -118.4052)"
335,151521632,11/15/2015,11/15/2015,45,,N Hollywood,1599,330,BURGLARY FROM VEHICLE,0344 1601,46.0,M,W,101.0,STREET,,,AA,Adult Arrest,330.0,,,,3800    FREDONIA                     DR,,"(34.1329, -118.3646)"
336,151521635,11/13/2015,11/13/2015,1540,,N Hollywood,1526,761,BRANDISH WEAPON,0334 0919 1309 1310,36.0,M,H,101.0,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761.0,,,,BECK,BESSEMER,"(34.1804, -118.3826)"
337,151521636,11/13/2015,11/12/2015,1800,,N Hollywood,1531,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,68.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745.0,,,,12500    COLLINS                      ST,,"(34.174, -118.4052)"
338,151521637,11/13/2015,11/12/2015,1700,,N Hollywood,1545,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,55.0,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,11900    MAGNOLIA                     BL,,"(34.1649, -118.3922)"
339,151521638,11/14/2015,11/13/2015,2030,,N Hollywood,1585,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,23.0,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,740.0,,,,10900    BLUFFSIDE                    DR,,"(34.1414, -118.3686)"
340,151521640,11/14/2015,11/14/2015,400,,N Hollywood,1525,624,BATTERY - SIMPLE ASSAULT,0400,24.0,M,H,301.0,GAS STATION,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,LANKERSHIM,VICTORY,"(34.1867, -118.3878)"
341,151521646,11/13/2015,11/13/2015,1600,,N Hollywood,1527,440,THEFT PLAIN - PETTY ($950 & UNDER),0906 0325,0.0,M,W,404.0,DEPARTMENT STORE,,,AA,Adult Arrest,440.0,,,,11000    VICTORY                      BL,,"(34.1867, -118.3703)"
342,151521647,11/14/2015,11/14/2015,1112,,N Hollywood,1527,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0.0,M,W,404.0,DEPARTMENT STORE,,,AA,Adult Arrest,442.0,,,,11000    VICTORY                      BL,,"(34.1867, -118.3703)"
343,151521649,11/14/2015,11/14/2015,1730,,N Hollywood,1524,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416,21.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,VICTORY                      BL,LAUREL CANYON                BL,"(34.1867, -118.3965)"
344,151521650,11/15/2015,11/14/2015,1830,,N Hollywood,1555,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,30.0,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,MORRISON                     ST,BELLFLOWER                   AV,"(34.1608, -118.3745)"
345,151521651,11/15/2015,11/14/2015,2300,,N Hollywood,1581,330,BURGLARY FROM VEHICLE,1302 0344,55.0,M,O,101.0,STREET,,,IC,Invest Cont,330.0,,,,12900    WOODBRIDGE                   ST,,"(34.1482, -118.4138)"
346,151521652,11/14/2015,11/14/2015,1400,,N Hollywood,1583,310,BURGLARY,1607 0352 0344,32.0,M,A,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,11700    MOORPARK                     ST,,"(34.1504, -118.3877)"
347,151521653,11/14/2015,10/25/2015,1400,,N Hollywood,1563,310,BURGLARY,1605 0344 1267,36.0,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,310.0,,,,4400    MORELLA                      AV,,"(34.1504, -118.3899)"
348,151521654,11/14/2015,11/14/2015,815,,N Hollywood,1555,330,BURGLARY FROM VEHICLE,1302 1609 1307 0344,45.0,F,O,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,330.0,740.0,,,11200    PEACH GROVE                  ST,,"(34.1591, -118.3745)"
349,151521655,11/14/2015,11/14/2015,1928,,N Hollywood,1591,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0325 0352,0.0,M,W,405.0,CLOTHING STORE,,,IC,Invest Cont,341.0,,,,12100    VENTURA                      BL,,"(34.1436, -118.3953)"
350,151521656,11/14/2015,11/01/2015,1200,,N Hollywood,1509,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1202,68.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,10700    SHERMAN                      WY,,"(34.2029, -118.3664)"
351,151521657,11/14/2015,11/14/2015,230,,N Hollywood,1548,440,THEFT PLAIN - PETTY ($950 & UNDER),0104 0325,0.0,M,W,203.0,OTHER BUSINESS,,,AA,Adult Arrest,440.0,,,,5200    CRANER                       AV,,"(34.1649, -118.3691)"
352,151521659,11/14/2015,11/14/2015,930,,N Hollywood,1595,946,OTHER MISCELLANEOUS CRIME,0601,53.0,M,W,203.0,OTHER BUSINESS,,,AO,Adult Other,946.0,,,,4000    LAUREL CANYON                BL,,"(34.1436, -118.3953)"
353,151521661,11/12/2015,11/11/2015,1400,,N Hollywood,1595,946,OTHER MISCELLANEOUS CRIME,0601,53.0,M,W,702.0,OFFICE BUILDING/OFFICE,,,AO,Adult Other,946.0,,,,4000    LAUREL CANYON                BL,,"(34.1436, -118.3953)"
354,151521662,11/10/2015,03/19/2015,1,,N Hollywood,1557,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1501,39.0,F,W,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,956.0,,,,5000    CARTWRIGHT                   AV,,"(34.1613, -118.3637)"
355,151521663,11/15/2015,11/14/2015,900,,N Hollywood,1535,354,THEFT OF IDENTITY,0930,41.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,5600    CAMELLIA                     AV,,"(34.1722, -118.3822)"
356,151521664,11/15/2015,11/15/2015,730,,N Hollywood,1525,510,VEHICLE - STOLEN,,0.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,LANKERSHIM,VICTORY,"(34.1867, -118.3878)"
357,151521665,11/14/2015,11/14/2015,2315,,N Hollywood,1529,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0561,48.0,F,H,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,745.0,,,,10900    ERWIN                        ST,,"(34.1831, -118.3681)"
358,151521668,11/15/2015,11/15/2015,1700,,N Hollywood,1545,649,DOCUMENT FORGERY / STOLEN FELONY,1402 1822,30.0,M,W,252.0,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,649.0,660.0,998.0,,LAUREL CANYON                BL,RIVERSIDE                    DR,"(34.1576, -118.3965)"
359,151521669,11/15/2015,11/10/2015,800,,N Hollywood,1539,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0.0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,AUCKLAND,BURBANK,"(34.1722, -118.3604)"
360,151521671,11/14/2015,11/14/2015,1300,,N Hollywood,1506,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400,18.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,11000    RUNNYMEDE                    ST,,"(34.2057, -118.3721)"
361,151521673,11/15/2015,11/01/2015,1600,,N Hollywood,1599,310,BURGLARY,0344 1275 1414 1402,55.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,998.0,,,7200    MULHOLLAND                   DR,,"(34.1284, -118.3568)"
362,151521674,11/15/2015,11/15/2015,1110,,N Hollywood,1538,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416,32.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,5700    FULCHER                      AV,,"(34.174, -118.373)"
363,151521675,11/15/2015,11/15/2015,1830,,N Hollywood,1535,510,VEHICLE - STOLEN,,0.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,11400    COLLINS                      ST,,"(34.174, -118.379)"
364,151521676,11/14/2015,11/14/2015,1950,,N Hollywood,1504,626,INTIMATE PARTNER - SIMPLE ASSAULT,0906 2000 0444,24.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,12000    RUNNYMEDE                    ST,,"(34.2058, -118.3943)"
365,151521677,11/14/2015,11/14/2015,1700,,N Hollywood,1522,237,CHILD NEGLECT (SEE 300 W.I.C.),1258,12.0,F,H,220.0,NAIL SALON,,,AA,Adult Arrest,237.0,,,,13000    VICTORY                      BL,,"(34.1936, -118.4166)"
366,151521679,11/15/2015,11/15/2015,1130,,N Hollywood,1512,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0.0,M,O,406.0,OTHER STORE,,,IC,Invest Cont,442.0,,,,12800    SHERMAN                      WY,,"(34.2012, -118.4116)"
367,151521680,11/15/2015,11/15/2015,1330,,N Hollywood,1501,354,THEFT OF IDENTITY,1402,34.0,F,W,101.0,STREET,,,AA,Adult Arrest,354.0,998.0,,,SATICOY                      ST,COLDWATER CA                 AV,"(34.2125, -118.4195)"
368,151521681,11/15/2015,11/14/2015,1525,,N Hollywood,1591,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,58.0,M,W,104.0,DRIVEWAY,,,IC,Invest Cont,440.0,,,,12400    VIEWCREST                    RD,,"(34.1377, -118.4015)"
369,151521682,11/15/2015,11/15/2015,1030,,N Hollywood,1599,440,THEFT PLAIN - PETTY ($950 & UNDER),1602 0344,27.0,M,W,717.0,HEALTH SPA/GYM,,,IC,Invest Cont,440.0,,,,3400    CAHUENGA BL,,"(34.1316, -118.352)"
370,151521683,11/13/2015,11/12/2015,1400,,N Hollywood,1557,310,BURGLARY,1602,0.0,M,O,707.0,GARAGE/CARPORT,,,IC,Invest Cont,310.0,,,,10800    CAMARILLO                    ST,,"(34.1577, -118.3659)"
371,151521684,11/15/2015,11/13/2015,2020,,N Hollywood,1562,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1912,32.0,F,W,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,12800    KLING                        ST,,"(34.1558, -118.4116)"
372,151521687,11/15/2015,11/15/2015,1700,,N Hollywood,1526,350,"THEFT, PERSON",0344,18.0,F,W,101.0,STREET,,,IC,Invest Cont,350.0,,,,VICTORY                      BL,BECK                         AV,"(34.1867, -118.3834)"
373,151521688,11/15/2015,11/15/2015,1258,,N Hollywood,1505,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,78.0,M,O,243.0,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",,,IC,Invest Cont,440.0,,,,11600    SHERMAN                      WY,,"(34.2012, -118.3845)"
374,151521689,11/13/2015,11/13/2015,1800,,N Hollywood,1599,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0.0,M,O,707.0,GARAGE/CARPORT,,,IC,Invest Cont,745.0,,,,3500    CAHUENGA BL,,"(34.1329, -118.3559)"
375,151521694,11/15/2015,11/15/2015,2255,,N Hollywood,1543,210,ROBBERY,0334 0341 0302 0337 0344 0382 0365 0366 0206 0207,0.0,M,O,210.0,RESTAURANT/FAST FOOD,102.0,HAND GUN,AA,Adult Arrest,210.0,,,,5300    LAUREL CANYON                BL,,"(34.1685, -118.4008)"
376,151521697,11/15/2015,10/19/2015,1200,,N Hollywood,1555,928,THREATENING PHONE CALLS/LETTERS,0913 0443 0422,28.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AO,Adult Other,928.0,,,,11100    CAMARILLO                    ST,,"(34.1577, -118.3727)"
377,151521698,11/15/2015,11/15/2015,2130,,N Hollywood,1566,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 0416 2000,43.0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,11000    RIVERSIDE                    DR,,"(34.1524, -118.3703)"
378,101117597,08/11/2010,08/11/2010,1330,11.0,Northeast,1126,310,BURGLARY,,29.0,M,H,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310.0,,,,1800 N  AVENUE 52,,"(34.1251, -118.2024)"
379,151521699,11/16/2015,11/16/2015,315,,N Hollywood,1555,210,ROBBERY,0344 0352 0416 2000,25.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210.0,,,,5000    KLUMP                        AV,,"(34.1608, -118.3757)"
380,151521700,11/16/2015,11/16/2015,40,,N Hollywood,1505,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1307,28.0,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,SATICOY,IRVINE,"(34.2085, -118.3856)"
381,151521702,11/16/2015,11/16/2015,345,,N Hollywood,1585,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0419 0416,25.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,10900    BLUFFSIDE                    DR,,"(34.1414, -118.3686)"
382,151521703,11/15/2015,11/15/2015,1200,,N Hollywood,1503,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1311,19.0,F,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,LAUREL CANYON,ERWIN,"(34.2003, -118.4002)"
383,151521704,11/15/2015,11/13/2015,1830,,N Hollywood,1555,354,THEFT OF IDENTITY,0344 1810,22.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,5100    BAKMAN                       AV,,"(34.163, -118.3774)"
384,151521705,11/15/2015,11/15/2015,1830,,N Hollywood,1511,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,0.0,X,X,404.0,DEPARTMENT STORE,,,AA,Adult Arrest,442.0,,,,13000    SHERMAN                      WY,,"(34.2037, -118.421)"
385,151521707,11/16/2015,11/15/2015,2000,,N Hollywood,1513,330,BURGLARY FROM VEHICLE,0344 1605 0385,32.0,M,O,101.0,STREET,,,IC,Invest Cont,330.0,,,,RHODES,VANOWEN,"(34.194, -118.403)"
386,151521709,11/15/2015,11/14/2015,1200,,N Hollywood,1585,310,BURGLARY,0344 1607 1601 0339,60.0,F,W,507.0,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,310.0,,,,4200    FAIR                         AV,,"(34.145, -118.3747)"
387,151521710,11/15/2015,05/18/2015,1400,,N Hollywood,1513,310,BURGLARY,0344 1602,67.0,F,W,221.0,PUBLIC STORAGE,,,IC,Invest Cont,310.0,,,,12500    RAYMER                       ST,,"(34.202, -118.405)"
388,151521711,11/16/2015,11/15/2015,1900,,N Hollywood,1505,510,VEHICLE - STOLEN,,0.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,7300    LANKERSHIM                   BL,,"(34.2031, -118.3878)"
389,151521712,11/15/2015,10/28/2015,1200,,N Hollywood,1525,354,THEFT OF IDENTITY,1822,62.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,5600    COLFAX                       AV,,"(34.1826, -118.3916)"
